publisher,count
"Chicago, 1922. Jack Bullet is a miserable, disgusting, and rude private detective. Against his will, he gets partnered up with Sal Malone, a jolly, pleasant, and all-around swell guy. They start taking cases, and a friendship slowly begins to develop over the course of truly outrageous murder, romance and mystery. -",1
"English Theatre Guild, London, 1965 -",1
"Random House, New York, 1969 -",1
"Nick Hern Books, London , 2003 -",1
"http://www.indietheaternow.com/Play/simone-at-home",1
"http://www.stagescripts.com -",4
"Samuel French Inc, New York, 1998 -",1
"in Best Short plays of 1968, Chilton Book Co, New York, -",1
"Think only the best and brightest get into the elite universities? Think again. Inadmissibleis a wickedly funny, insider look at the backroom deals made by an admissions committee at a university striving to make it into the Top 10. An eye-popping, tragicomic look at the business of higher education. -",1
"E-Script and Hard Copy, ArtAge Publications -",2
"in ""Plays: Two"" Methuen, London, 1997 -",1
"Iuniverse.com, 2000 -",1
"Faber and Faber, London, 2002 -",5
"Faber and Faber, London,",1
"Dramatists Play Service, NY, 2007 -",2
"Dramatists Playwrights Service, NY, 2013",1
"Currency Press, Sydney, 1980",1
"Faber and Faber Ltd, London (2016)",1
"New Playwrights' Network, -",1
"Dappled Things, 2008 -",1
"in Ten Minute Plays From Actors Theatre Of Louisville, Vol 3, Samuel French NY -",3
"Contained in: ""Seven Plays and Four Monologues"" published by David Philips 1985 -",4
"Humana Festival 1993: The Complete Plays, ed Marisa Smith, Smith & KrAus, 1993 -",1
"Contained in: ""Contemporary Theatre in Egypt"" published by Martin E Segal Theatre Center, 2004 -",1
"Smith and Kraus, the Best Ten Minute Plays 2008: 2 Characters, 2008 -",1
"Best Women's Monologues for the 21st Century, applAuse Books -",1
"Deane's Series of Plays, Kenyon-Deane, London, 1958 -",1
"in Torben Betts Plays Two, Oberon Books, London , July 2001",1
"English Theatre Guild -",1
"Playsript 22 Calder and Boyars, London, 1969 -",1
"Dramatists Play Service, NY, 1998 -",6
"Evans Bros Ltd, 1964 -",1
"Contained in: ""Contemporary Armenian American Drama An Anthology"" published by Columbia University Press 2005",1
"in Volume III of 'interJACtions: Monologues from the Heart of Human Nature.' JAC Publications, Burlington, Massachusetts",1
"Faber and Faber, London, 2007",2
"Heuer Publishing LLC, 2006 -",1
"Meriwether Publishing USA (excerpt in 'Scenes and Monologs from Contemporary Playwrights' ed. Roger Ellis)., 2005 -",1
"Warner/elektra/Atlantic , 1990 -",1
"Faber and Faber Ltd, London (2014) -",1
"in two plays by Gordon armstrong, Playwrights Co-op, Toronto, 1997 -",2
"in ""Scripts 9"", New York, September, 1972",1
"Oxford University Press 1991",2
"encore Performance Publishing, (now Eldridge Publishing). -",3
"Contained in: Independent Brisbane: Four Plays"" published by Playlab Press",1
"Dramatists Play Service, NY, 2008 -",3
"Samuel French, NY, 1969 -",1
"Contained in: ""Scandinavian Plays of the Twentieth Century"" published by Princeton University Press -",1
"Contained in:""National Theatre Connections 2011"" published by Methuen Drama 2011",1
"Oberon Books, London , 2005",2
"Playwrights Co-op, Toronto, 1998",1
"Samuel French, London, 1988 -",1
"Contained in: "" Fifty Plays For Holidays"" published by Boston Plays Inc 1969 -",1
"Samuel French, London, 1958",1
"http://www.indietheaternow.com/Play/bedlam-nightmares-losing-patients -",1
"Broadway Play PublishingTwo Monologues From This Play Selected For the Best Women's Stage Monologues and Scenes 2012 From Smith and Kraus. -",1
"Encore Performance Publishing -",1
"Eldridge Publications, 1959 -",2
"Contained in: ""Racine Complete Plays volume One"" published by Varsity Books, 2003",3
"Samuel French, London, 1978",1
"Samuel French, Inc - New York (2009) -",2
"Dramatists Play Service, Inc (2009)",3
"Playlab Press, Brisbane, 1983 -",5
"Contained in: ""Three Plays On A Domestic Theme"" published by Playwrights Press 1986",1
"Kenyon-Deane, 1957 -",2
"Evans Plays, London, 1971 -",1
"Contained in ""Four Plays"" duck's breath books (august 25, 2008)",4
"(Scottish Plays No. 146). Brown, Son & Ferguson, N.D., -",1
"audition arsenal 101 Monologues, Smith and KrAus Book -",1
"Bliss Plot Press -",1
"Dramatists Play Service, NY, 1994 -",1
"Dramatists Play Service, NY, 1940",1
"aran Press, -",3
"in Plays from the arab World, Nick Hern Books, London (2010)",1
"Playwrights Guild of Canada, -",4
"in Lynne Alvarez Collected Plays vol 1, Lyme, NH: Smith & Kraus, 1998 -",1
"Gwylan Press, 2005 -",1
"Childrens Press, Chicago 1979 -",1
"in Mixed Doubles - an entertainment On Marriage, Methuen, London, 1970 -",1
"Samuel French, London, 1986 -",2
"The Best 10-Minute Plays Of 2012. Published by Smith and Kraus, Inc. -",1
"Oberon, London, 1999 -",1
"(Scottish Plays No. 71). Brown, Son & Ferguson, nd -",1
"Playmarket, -",13
"in ""Five plays and a pantomime"", Hamish Hamilton, 1960",1
"Playwrights Co-op, Toronto, 2002 -",4
"Dramatic Publishing Company 1943 -",1
"Bloomsbury Methuen drama",1
"Methuen",1
"Currency Press, Australia (2011)",1
"Independently Published",5
"Random House, New York, 1956 -",1
"John Calder, 1963",1
"Contained in: ""Three Plays by John ashbery"" published by Z Press 1978 -",2
"Playscripts Inc",1
"Samuel French, London, 1977 -",2
"SchoolPlay Productions Ltd, Colchester, Essex, UK , 1996 -",1
"Contained in: ""Say Word: Voices From Hip Hop Theatre"" published by University of Michigan Press 2011",1
"in Playbook:five plays for a new theatre -",1
"Jasper Publishing Ltd 1998",18
"Methuen Drama, London (2013) Dramatists Play Service, Inc. NY (2015)",1
"Goethe-Institut, 1957 -",1
"Chatto & Windus, London, 1977 -",3
"Penn State University 2010",2
"Loeb 2009",3
"Oberon Books 2018",1
"(Scottish Plays No.100). Brown, Son & Ferguson. N.D., -",1
"Samuel French, Inc - New York (2014)",2
"in ""First Run 3"", Hern, London, 1991",1
"Applause",1
"Samuel French, London, 1980",1
"Samuel French, Inc - New York (2005)",1
"Tams-Witmark Music Library",1
"Faber and Faber, London2004 Samuel French, London (acting edition) - click here to order , 2002 -",1
"Gay Plays Three published by Methuen,",1
"Harvard University press, 1957Dramatists Play Service, NY, -",1
"Samuel French Ltd, London 1935",1
"Ithaca Press, London, 1987 -",1
"(Scottish Plays No. 73). Brown, Son & Ferguson. N.D., -",1
"Contained in: ""the Unicorn Died At Dawn: Plays, Poems and Other Writings"" published by Anderson Publishing 1981 -",2
"Samuel French Ltd, London, 1953",2
"Samuel French, London, 1963 -",3
"Samuel French Ltd, London 1947 -",1
"Samuel French, NY, 1957 -",1
"Original Works, Los Angeles",4
"Digital edition: Playwrights Guild of Canada",3
"in ""You Know I Can't Hear You When the Water Is Running"", Random House, New York, 1967 -",4
"Gollancz, London, 1936Oberon Books (2016)",1
"Contained in: ""Modern International Drama 9.2"" 1967",1
"Players Press",3
"New Theatre Publications (2000)",1
"Playwrights Co-op, Toronto, 1990",1
"Playwrights Co-op, Toronto, 1995 -",2
"in Four Short Plays, Capercaillie Books, Edinburgh",1
"Original Works, -",2
"echo Library 2006",1
"in ""Plays 1"" Methuen, London, 1991 -",6
"Original Works Publishing",1
"Dramatic Publishing Company -",31
"e-Script and Hard Copy, seniortheatre.com -",1
"http://www.indietheaternow.com/Play/goin-round-on-rock-solid-ground",1
"(Scottish Plays No. 136). Brown, Son & Ferguson. N.D., -",1
"Random House, New York, 1972 -",2
"Plays 3, Faber and Faber, London, 2004 -",2
"Dramatists Play Service, NY, 1950 -",1
"Playwrights Canada Press",3
"Pluto Press, London, July 1978Capercaillie Books, Edinburgh (2009)",1
"(Scottish Plays No. 143). Brown, Son & Ferguson. N.D., -",2
"Samuel French, NY, 1967 -",1
"Writer's Federation of Nova Scotia, -",1
"Samuel French, NY, 1936",1
"JAC Publishing & Promotions",1
"Contained in: ""Quintet"" published by PublishAmerica 2005",5
"Sampson Low and Marston, 1948",2
"Dramatists Play Service, NY, 1961 -",2
"in Boston Theatre Marathon of Ten Minute Plays Volume I, Bakers Plays, -",1
"in ""Five Plays by the TEAM"", Oberon Books (2015)",5
"Contained in: ""Off Off Broadway Festival Plays 28th Series"" published by Samuel French Inc, New York -",1
"https://jacobmappel.com/a-marriage-of-inconvenience-free-play",1
"Yale theatre, Vol. 1, Box 854, Meriden, CT 06450, -",1
"in Verdict of Fire, Mosaic Press, Canada, 1987",1
"J. Garnet Miller, London, 1964 -",1
"Hawthorne & Hill theatrical Producers, 2001 -",1
"in Hidden Gems vol II edited by Deirdre Osborne, Oberon Books Ltd. (29 Sep 2012)",1
"Oberon, London, 2002 -",1
"athenaeum, New York, 1965 -",2
"ananse and the Golden Drum, a Play for Children, Woeli Publishing Services, accra, Ghana, 1994",1
"Contained in: ""Exposed - Eight Ten Minute Tales About What Really Happened"" published by Plays To Order",1
"Calder & Boyers, London, 1977",1
"Oak and Lotus Publications",4
"Penguin, London, 1956",1
"Big Dog Publishing, FL, USA, 2006 , 2006 -",1
"Samuel French, NY, 1980 -",3
"in ""Plays 2"" Methuen, London, 1997",3
"Deane's Series of Plays, Kenyon-Deane, London, 1960 -",4
"University of the West Indies, Mona, 1972 -",1
"Pluto Press, London. also published in Trevor Griffiths Theatre Plays 1, Spokesman Books, Nottingham, 2007 , 1978",1
"Playwrights Co-op, Toronto,",3
"in Hidden Gems edited by Deirdre Osborne, Oberon Books, London , 2008",1
"English Theatre Guild, London, 1968 -",2
"Kindle Amazon Digital Services Inc 2012 -",1
"http://members.aol.com/Xbin/MOMDIeS.php, -",4
"Samuel French Inc, New York, -",2
"Dramatists Play Service, NYNew Playwrights: the Best Plays 2010, ed Lawrence Harbison, Smith & Kraus (November 1, 2011)",1
"Samuel French",2
"Samuel French Ltd, London 1938 -",1
"Samuel French, London, 1983",2
"Youngsong Music, 1982. available from Music Sales and on-line at www.musicroom.com",2
"Contained in: ""Snappy Shorts at the Tarragon"" published by Playwrights Canada Press 2005",1
"(One-act Play No. 110). Brown, Son & Ferguson. N.D., -",1
"in ""New english Dramatists 4"", Penguin, London, 1962 -",1
"NPN, 1976 -",1
"Contained in ""Princess Freak"" by Nancy agabian published by Beyond Baroque Books, 2000 -",3
"Knopf, NY, 1954 -",1
"in Six Plays by Black and Asian Women, ed Khadija George, aurora Metro, 1993 -",1
"- 63582-2",1
"New Dramatists, NYC,",1
"http://www.broadwayplaypubl.com/glass.php (1996)",1
"UNBC Press 2005",1
"Contained in: ""Female Voices"" published by Playwrights Press 1987 -",1
"People's Press, Aberdeen, 1979",1
"Contained in: ""Modern Arabic Drama An Anthology"" published by Indiana University Press 1995",1
"in ""New Plays Quarterly No.33"" Queckett, London, 1956 -",1
"Samuel French, London, 1981",2
"Dramatists Play Service Inc, NY, 2011",1
"Dramatists Play Service, NY, 1984 -",1
"Contained in: ""A Time And A Season Eight Caribbean Plays"" published by University of the West Indies -",1
"Kenyon Deane -",1
"Mushroom Cloud Press, -",1
"(Scottish Plays No. 140). Brown, Son & Ferguson. N.D., -",1
"Contained in ""Three Plays for Young actors from the Young actors Studio"" published by Limelight editions.,",1
"Faber and Faber, London, (not for commercial sale), 2007",1
"Samuel French Ltd, London",16
"http://www.broadwayplaypubl.com/redtrain.php, -",1
"Brooklyn Publishers2004 -",1
"Samuel French, NY, 1966 -",1
"Contained in: ""Jeppe of the Hill and Other Comedies"" published by Southern Illinois University Press 1990",8
"Oberon, London, 2000 -",1
"New Theatre Publications (1997)",5
"Dramatists Play Service, NY, -",29
"Samuel French, London, 2006 -",1
"Contained in: ""anthology of Living Theatre"" published by McGraw-Hill, -",1
"http://www.indietheaternow.com/Play/the-grass-is-greenest-at-the-houston-astrodome -",1
"Dramatica, USA, 1974 -",1
"in ""Two Plays For the Eighties"", People's Press, Aberdeen, 1981",1
"Samuel French Inc, New York, 1991 -",1
"Samuel French Ltd, London 1933",1
"Contained in: ""Brief Candle"" published by Amber Lane Press 1998",4
"Lazy Bee Scripts, UK, 2005. -",1
"Talonbooks, Canada (2000)",1
"Faber and Faber, London, (04 Dec 2003)",1
"Contained in: ""Collected Plays volume One"" published by John Calder",1
